Time (sec),Feed Flowrate (ml/min),Feed Temperature (C),Reboiler Duty (w),Reflux Flowrate (ml/min),Reboiler Pressure (mbar),Reboiler Temperature (C),Tray 11 Temperature (C),Tray 4 Temperature (C),Overhead Vapor Temperature (C),Reflux Temperature (C),Approx Distillate Comp (Wt% CH3OH),Approx Bottoms Comp (Wt% CH3OH),Feed Heater Output (%),Bottoms Pump Output (%),Feed Tank Weight Kg,Ambient Temperature (C),Ambient Pressure (kPa)
108872.2474,9.999678,65.167479,869.999763,30.999286,876.514934,73.21161,67.312782,62.785759,62.744899,27.772512,94.940744,10.107957,15.383029,-0.001982,12.804918,21.921173,86.59122
109172.3103,9.999678,64.796815,869.999763,30.999286,874.705002,73.320054,67.386676,62.713564,62.81954,27.459055,94.939013,10.053172,15.813436,-0.001982,12.770594,21.763671,86.603307
109472.9845,9.999678,64.972846,869.999763,30.999286,879.413582,73.21839,67.487629,62.769602,62.693101,27.540682,94.922461,9.903177,15.940964,-0.001982,12.738663,21.773093,86.608598
109772.5783,9.999678,65.211169,869.999763,30.999286,874.888472,73.264817,67.638753,62.927278,62.858721,27.365103,94.863464,9.839954,15.289376,-0.001982,12.683621,21.722298,86.605716
110073.0995,9.999678,64.651346,869.999763,30.999286,880.503602,73.391039,67.609602,62.863623,62.975382,27.293198,94.767557,9.724061,16.403253,-0.001982,12.669067,21.855252,86.606264
110373.1725,9.999678,65.271587,869.999763,30.999286,879.335351,73.350723,67.567999,62.858055,62.855834,27.413682,94.723409,9.707279,15.070187,-0.001982,12.56721,21.713999,86.609668
110672.9858,9.999678,65.230453,869.999763,30.999286,874.127023,73.397668,67.64556,62.948593,62.964583,27.645811,94.69683,9.647883,15.209671,-0.001982,12.58878,21.711412,86.619896
110973,9.999678,64.776737,869.999763,30.999286,878.960401,73.268755,67.62681,62.752806,62.744015,27.117393,94.644966,9.614093,16.463032,-0.001982,12.526159,21.307773,86.616502
111273.0084,9.999678,64.902025,869.999763,30.999286,876.435213,73.319545,67.43926,62.857514,62.687075,26.791671,94.705984,9.497766,16.453069,-0.001982,12.502171,21.119919,86.605121
111573.2934,9.999678,65.238505,869.999763,30.999286,878.976792,73.226445,67.575506,62.868795,62.751265,27.088332,94.700978,9.466839,15.408933,-0.001982,12.462884,21.528992,86.590466
111873.3092,9.999678,64.738473,869.999763,30.999286,876.360893,73.438643,67.687546,62.975604,62.96411,27.230287,94.617264,9.284472,16.267755,-0.001982,12.397221,21.471636,86.588412
112173.6789,9.999678,65.251097,869.999763,30.999286,875.932857,73.444791,67.607929,62.899385,62.883482,27.348172,94.561808,9.27747,15.504579,-0.001982,12.352292,21.552141,86.588412
112474.2797,9.999678,64.979828,869.999763,30.999286,879.96269,73.333922,67.63962,62.86479,62.654126,27.400251,94.517395,9.246288,15.675945,-0.001982,12.311682,21.672668,86.593051
112774.4285,9.999678,64.755279,869.999763,30.999286,875.438884,73.335007,67.669963,62.789811,62.756797,27.426585,94.422136,9.460347,16.243843,-0.001982,12.269825,21.551992,86.600499
113074.6805,9.999678,65.260366,869.999763,30.999286,874.03743,73.444155,67.711056,62.938429,62.829027,27.6421,94.245726,9.131473,15.396978,-0.001982,12.200645,21.716172,86.605437
